issue_key,summary,description,issue_type,status,priority,resolution,created,updated,assignee,reporter,components,labels,comments,parent
YARN-10449,Flexing doesn't consider containers which were stopped,"we have use case where if worker is idle for some period of time then user would want to shutdown the worker to release resource and request more workers when load is more. 

In case of ON_FAILURE retry policy if user gracefully shutdown worker its exit status will be 0 so container wont be relaunched. In this case 
if user try to flex up then it currently doesn't consider stopped containers which is not correct. 
i could think of two possible solutions:
1. Consider deducting succeeded containers from Number Of Containers and then clear succeeded component if flex up/down is done.
2. Consider updating number of containers when stopped
 ",Bug,Open,Major,,2020-09-28T13:32:50.115+0000,2021-01-29T12:37:22.199+0000,Bilwa S T,Bilwa S T,[],[],1,
YARN-10436,Create RM rest api endpoint to get list of cluster configurations,"The current /conf endpoint returns one config at a time and this would require multiple api calls to get multiple configurations. This jira intends to fix this issue by adding new rest api endpoint /cluster-conf where user can send queryparam like name=config_1,confg_2 to get multiple configurations.



cc: [~sunilg]",Sub-task,Open,Major,,2020-09-11T17:37:17.695+0000,2020-09-11T17:37:48.419+0000,Akhil PB,Akhil PB,['yarn'],[],0,YARN-10429
YARN-10433,Extend the DiagnosticService to initiate the diagnostic bundle collection,"YARN-10421 introduces the new DiagnosticService class, the two new endpoints for listing the available actions and starting the diagnostic script collect method, and a basic diagnostic collector script. After the scripts form is finalized (YARN-10422) the DiagnosticService should be extended to spawn the requested collection method based on the input parameters and return the collected bundle as a response.

To ease the load on the RM, the servlet should allow only one HTTP request at a time. If a new request comes in while serving another an appropriate response code should be returned, with the message ""Diagnostics Collection in Progress”. ",Sub-task,Resolved,Major,Abandoned,2020-09-10T13:57:36.705+0000,2020-10-14T15:26:17.655+0000,Benjamin Teke,Benjamin Teke,[],[],1,YARN-10323
YARN-10432,Introduce the necessary configuration entries to YARN,"The following two requirements need configuration entries:
 * The location of the diagnostic script and its output folder (where the bundle will be saved) on the RM's filesystem should be configurable - _script location; output folder_
 * The bundle can become large in size, so a configurable threshold functionality should be added. If the bundle's size exceeds the threshold the bundle will be stored in a local folder on the host of the RM, and the path will be returned  - _bundle forwarding size threshold_",Sub-task,Open,Major,,2020-09-10T13:45:52.598+0000,2020-09-10T13:45:52.598+0000,Benjamin Teke,Benjamin Teke,[],[],0,YARN-10323
YARN-10431,[Umbrella] Job group management,"In current yarn job management, we don't have an efficient mechanism to manage several jobs together. For example, one batch job may trigger several sub-jobs to running at the same time, like one job to process the data and another one monitor job metrics. And when we want to cancel these jobs, we have to kill them one by one in current design. I proposal a job group concept to handle such parent-child jobs as one unit.",New Feature,Open,Major,,2020-09-10T07:40:54.453+0000,2020-11-30T17:23:13.502+0000,,jialei weng,[],[],3,
YARN-10422,Create the script responsible for collecting the bundle data,"The script should provide the list of diagnostic use-cases described in YARN-10421. If a request comes in to the YarnDiagnosticCollector servlet, the script will be invoked. It collects all the information required for that diagnostic category and saves it into a configurable directory as a compressed tar file. 

An example of how the script could look like:
{code:java}
if [$1 = ""listcommonissues""]    
  echo ""1, Application Failed""    
  echo ""2, Application Hanging""    
  echo ""3, Scheduler Related Issue""    
  echo ""4, RM failure to start""    
  echo ""5, NM failure to start""

elif [$1 = ""collect""]
  if [$2 == 1]       
    appId = $3      
    mkdir /tmp/$appId
    yarn logs -applicationId $appId > /tmp/$appId/joblogs   
    curl <JHS>/{appId}/conf > /tmp/$appId/conf      
    curl <RM>/logs | grep container > /tmp/$appId/rmlogs      
    curl <NM>/logs | grep container > /tmp/$appId/nmlogs      
    outputpath = /tmp/$appId    
  elif      ...    
  elif      ...    
fi   tar and compress outputpath.{code}
 

During class load YarnDiagnosticsCollector reads the list of common issues from the script and keeps it in memory. On every startup of YARN UI2 diagnostics page, it fetches the list from the servlet and displays them. The servlet should handle the script changes, so if a new diagnostic case is added,  a YARN UI2 reload should show it. This way the users can easily plug new categories without any UI2 or Servlet code change.",Sub-task,In Progress,Major,,2020-09-02T16:10:13.227+0000,2026-05-15T00:48:12.616+0000,chhinlinghean,Benjamin Teke,[],['pull-request-available'],12,YARN-10323
YARN-10421,Create YarnDiagnosticsService to serve diagnostic queries ,"YarnDiagnosticsServlet should run inside ResourceManager Daemon. The servlet forks a separate process, which executes a shell/Python/etc script. Based on the use-cases listed below the script collects information, bundles it and sends it to UI2. The diagnostic options are the following:
 # Application hanging: 
 ** Application logs
 ** Find the hanging container and get multiple Jstacks
 ** ResourceManager logs during job lifecycle
 ** NodeManager logs from NodeManager where the hanging containers of the jobs ran
 ** Job configuration from MapReduce HistoryServer, Spark HistoryServer, Tez History URL
 # Application failed: 
 ** Application logs
 ** ResourceManager logs during job lifecycle.
 ** NodeManager logs from NodeManager where the hanging containers of the jobs ran
 ** Job Configuration from MapReduce HistoryServer, Spark HistoryServer, Tez History URL.
 ** Job related metrics like container, attempts.
 # Scheduler related issue:
 ** ResourceManager Scheduler logs with DEBUG enabled for 2 minutes.
 ** Multiple Jstacks of ResourceManager
 ** YARN and Scheduler Configuration
 ** Cluster Scheduler API _/ws/v1/cluster/scheduler_ and Cluster Nodes API _/ws/v1/cluster/nodes response_
 ** Scheduler Activities _/ws/v1/cluster/scheduler/bulkactivities_ response (YARN-10319)
 # ResourceManager / NodeManager daemon fails to start:
 ** ResourceManager and NodeManager out and log file
 ** YARN and Scheduler Configuration

Two new endpoints should be added to the RM web service: one for listing the available diagnostic options (_/common-issue/list_), and one for calling a selected option with the user provided parameters (_/common-issue/collect_).",Sub-task,In Progress,Major,,2020-09-02T15:37:28.839+0000,2026-05-12T00:44:09.402+0000,chhinlinghean,Benjamin Teke,[],['pull-request-available'],20,YARN-10323
YARN-10406,YARN log processor,"YARN currently does not have any utility that would enable cluster administrators to display previous actions in a Hadoop YARN cluster in an offline fashion. 

HDFS has the [OIV|https://hadoop.apache.org/docs/current3/hadoop-project-dist/hadoop-hdfs/HdfsImageViewer.html]/ [OEV|https://hadoop.apache.org/docs/current3/hadoop-project-dist/hadoop-hdfs/HdfsEditsViewer.html] which does not require a running cluster to look and modify the filesystem. A corresponding tool would be very helpful in the context of YARN.

Since ATS is not widespread (is not available for older clusters) and there isn't a single file or entity that would collect all the application/container etc. related information, we thought our best option to parse and process the output of the YARN daemon log files and reconstruct the history of the cluster from that. We designed and implemented a CLI based solution that after parsing the log file enables users to query app/container related information (listing, filtering by certain properties) and search for common errors like CE failures/error codes, AM preemption or stack traces. The tool can be integrated into the YARN project as a sub-project.
",New Feature,Open,Critical,,2020-08-24T14:20:18.405+0000,2026-02-12T22:20:45.660+0000,Hudáky Márton Gyula,Adam Antal,['yarn'],[],1,
YARN-10389,Option to override RMWebServices with custom WebService class,"YARN-8047 provides support to add custom WebServices as part of RMWebApp.  Since each WebService has to have a separate WebService Path, /ws/v1/cluster root path cannot be used globally.

Another alternative is to provide an option to override the RMWebServices with custom WebServices implementation which can extend the RMWebService, this way /ws/v1/cluster path can be used globally.




",Improvement,Resolved,Major,Fixed,2020-08-06T09:53:30.859+0000,2024-02-11T06:40:59.064+0000,Tanu Ajmera,Prabhu Joseph,"['resourcemanager', 'webservice']",[],18,
YARN-10384,Add FORBID_SUBMIT_APPLICATIONS acl type to administer queue,"Currently CapacityScheduler supports acl_submit_applications, acl_administer_queue to admister queue,  but It may need to forbid some ones in group of acl_submit_applications to submit applications to one specified queue, since some ones may abuse the queue, and submit many applications, meanwhile creating another groups just to exclude these ones costs effort and time. For this scenario, we can just add another acl type - FORBID_SUBMIT_APPLICATIONS, and add these ones who abuse queue,  forbid these ones to submit application ",Improvement,Patch Available,Major,,2020-08-04T09:06:42.484+0000,2020-08-30T17:49:00.825+0000,Juanjuan Tian ,Juanjuan Tian ,[],[],4,
